problema,malha,tamanho_da_malha,numero_defeitos,LOC,cobertura_condicao,requisitos_cobertos_condicao,total_de_requistos_condicao,cobertura_decisao,requisitos_cobertos_decisao,total_de_requistos_decisao,cobertura_mcdc,requisitos_cobertos_mcdc,total_de_requistos_mcdc,numero_de_condicoes
Problem10,malha1,472,13,703,71,1659,2317,68,288,421,39,546,1369,5
Problem10,malha2,9711,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,500859,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,472,12,1186,55,2159,3866,55,327,588,26,582,2227,7
Problem11,malha2,9711,15,1186,62,2433,3866,62,370,588,32,732,2227,7
Problem11,malha3,500859,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,472,6,5537,61,9616,15566,49,1117,2254,20,1851,8910,5
Problem12,malha2,9711,24,5537,89,13868,15566,93,2097,2254,66,5901,8910,5
Problem12,malha3,500859,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,537,10,701,73,1706,2317,69,292,421,41,570,1369,5
Problem10,malha2,17477,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,1344605,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,537,13,1186,56,2200,3866,57,336,588,28,625,2227,7
Problem11,malha2,17477,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem11,malha3,1344605,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,537,6,5537,63,9862,15566,51,1155,2254,22,1989,8910,5
Problem12,malha2,17477,25,5537,90,14037,15566,96,2165,2254,69,6222,8910,5
Problem12,malha3,1344605,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,581,0,701,75,1741,2317,73,308,421,44,612,1369,5
Problem10,malha2,2905,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,14525,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,581,13,1186,56,2200,3866,57,339,588,27,613,2227,7
Problem11,malha2,2905,15,1186,62,2425,3866,62,370,588,32,720,2227,7
Problem11,malha3,14525,15,1186,63,2443,3866,62,370,588,32,726,2227,7
Problem12,malha1,581,4,5537,64,9968,15566,51,1169,2254,23,2076,8910,5
Problem12,malha2,2905,18,5537,81,12758,15566,79,1787,2254,49,4440,8910,5
Problem12,malha3,14525,25,5537,89,13962,15566,95,2147,2254,68,6129,8910,5
Problem10,malha1,431,13,701,72,1679,2317,69,292,421,40,556,1369,5
Problem10,malha3,96975,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,431,10,1186,55,2162,3866,53,314,588,24,539,2227,7
Problem11,malha2,6465,15,1186,63,2439,3866,62,370,588,32,725,2227,7
Problem11,malha3,96975,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,431,7,5537,61,9523,15566,49,1126,2254,21,1906,8910,5
Problem12,malha2,6465,22,5537,87,13564,15566,89,2015,2254,61,5451,8910,5
Problem12,malha3,96975,25,5537,90,14146,15566,96,2179,2254,72,6466,8910,5
Problem10,malha1,0,0,701,0,1,2317,0,1,421,0,1,1369,5
Problem10,malha2,0,0,701,0,1,2317,0,1,421,0,1,1369,5
Problem10,malha3,0,0,701,0,1,2317,0,1,421,0,1,1369,5
Problem11,malha1,0,0,1186,0,1,3866,0,1,588,0,1,2227,7
Problem11,malha2,0,0,1186,0,1,3866,0,1,588,0,1,2227,7
Problem11,malha3,0,0,1186,0,1,3866,0,1,588,0,1,2227,7
Problem12,malha1,0,0,5537,0,1,15566,0,1,2254,0,1,8910,5
Problem12,malha2,0,0,5537,0,1,15566,0,1,2254,0,1,8910,5
Problem12,malha3,0,0,5537,0,1,15566,0,1,2254,0,1,8910,5
Problem10,malha1,257,7,701,66,1547,2317,58,246,421,30,412,1369,5
Problem10,malha2,9820,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,417224,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,257,10,1186,53,2062,3866,52,308,588,23,517,2227,7
Problem11,malha2,9820,15,1186,62,2432,3866,62,370,588,32,729,2227,7
Problem11,malha3,417224,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,257,1,5537,52,8146,15566,43,978,2254,15,1404,8910,5
Problem12,malha2,9820,22,5537,88,13755,15566,91,2067,2254,64,5778,8910,5
Problem12,malha3,417224,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,147,8,701,68,1589,2317,60,256,421,31,435,1369,5
Problem10,malha2,10136,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,822962,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,147,8,1186,51,1985,3866,48,286,588,20,446,2227,7
Problem11,malha2,10136,15,1186,63,2444,3866,62,370,588,32,730,2227,7
Problem11,malha3,822962,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,147,1,5537,48,7550,15566,40,904,2254,13,1192,8910,5
Problem12,malha2,10136,25,5537,88,13852,15566,93,2109,2254,66,5951,8910,5
Problem12,malha3,822962,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,191,9,701,65,1516,2317,57,244,421,29,400,1369,5
Problem10,malha2,5709,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,385551,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,191,9,1186,45,1765,3866,46,271,588,18,420,2227,7
Problem11,malha2,5709,14,1186,62,2415,3866,62,366,588,31,711,2227,7
Problem11,malha3,385551,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,191,2,5537,49,7739,15566,40,922,2254,13,1241,8910,5
Problem12,malha2,5709,22,5537,85,13268,15566,86,1939,2254,57,5133,8910,5
Problem12,malha3,385551,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,87,6,701,62,1456,2317,53,224,421,25,350,1369,5
Problem10,malha2,8091,15,701,77,1807,2317,77,328,421,51,705,1369,5
